,station,g1,g2,P1,P2
104,2,0.12642476,1.04178875,0.252248195,1.626623196
105,2,-0.660362117,0.399703214,0.622644661,2.12726732
106,2,-0.908837319,0.714435979,1.326245703,1.170328512
107,2,-0.855715056,0.497537492,0.798628722,0.201209171
108,2,-1.051158383,1.24701897,0.697050918,0.009700061
109,2,-1.625074172,0.140075042,0.119822036,0.627648517
110,2,-2.086676241,-0.171666805,-0.057091306,0.56808357
111,2,-1.483776784,-0.667746634,-0.714565042,1.390554723
112,2,-1.065749388,-1.430813684,-0.86233909,2.02971797
113,2,-0.557482042,-0.663810156,-0.192546409,0.268342899
114,2,-1.393370455,-0.108262369,0.012336711,-0.171836916
115,2,-2.916115425,-0.339606426,-0.285278313,0.084126141
116,2,-2.024790969,-0.876467374,-0.703530883,-1.213488887
117,2,-0.448566093,-0.116903818,-0.797031724,-0.878078716
118,2,0.862021076,-0.627035242,0.214612856,-0.173340046
119,2,0.3312502,0.030665619,1.076497879,-0.621119613
120,2,-0.021849878,0.941668598,-0.10808002,0.269222408
121,2,0.076079139,0.894194867,-0.956016106,-0.300768904
122,2,0.756970915,1.47622629,-0.596955583,0.52042593
123,2,2.002132124,1.36346805,-1.043619427,0.879905781
124,2,1.486220523,0.675433487,0.665027799,0.654198799
125,2,1.365917027,0.479941413,1.025582154,1.436249145
126,2,1.542431164,0.584905917,2.746350927,1.45140614
127,2,1.455497647,0.564151881,2.21635493,0.898182566
128,2,0.383326683,-0.10555462,1.16623289,1.042364475
129,2,0.725170061,-0.154721112,1.087295178,-0.313342335
130,2,1.236200179,-0.223583506,1.132280724,-0.542499065
131,2,2.046317589,-0.497280902,1.963131479,0.168555182
132,2,1.708892874,-0.579791967,1.878821691,1.427977089
133,2,1.356860304,0.01346813,1.102641572,1.949921431
134,2,-0.170043222,-0.191678926,0.562007816,1.206221163
135,2,-0.387973406,-0.186970221,0.15124428,0.626740711
136,2,-0.65053004,0.280288156,-0.623542474,0.881533248
137,2,-0.157976707,0.407880407,-0.481993767,0.894361343
138,2,-0.600995662,1.188849095,-0.73954584,0.297460255
139,2,-0.052992241,1.425618773,-0.62404806,0.281693068
140,2,0.827932413,0.603699577,0.250518328,1.140579952
141,2,1.321048752,0.381724111,-0.36881884,1.181734318
142,2,1.461340155,0.067007863,-0.531938683,0.810941155
143,2,0.359514838,-0.108994434,0.401324639,0.816222328
144,2,-0.110968082,-0.374398003,1.26308454,1.265592956
145,2,0.073756438,0.322166139,1.191349872,0.943408629
146,2,0.837258715,-0.138179315,1.857587369,0.26814636
147,2,-0.045057768,0.068027357,1.995029999,0.95534554
148,2,-0.054926741,-0.316131264,-0.343954621,0.367743586
149,2,-0.454244665,-0.000634306,-0.057956369,0.58226274
150,2,-0.085050264,0.135014306,-0.506786202,-0.016272952
151,2,-0.220272576,0.385803982,-0.910115727,-0.358994762
152,2,-0.190582658,-0.216348254,0.28712974,0.124458243
153,2,0.438563251,-0.569386094,-0.325110814,0.35688509
154,2,0.700694111,-0.530868644,-1.301092833,0.403726164
155,2,0.15869695,-0.59927777,-0.00440548,0.602515111
156,2,0.06024458,-1.433517967,-0.28532807,-0.367978872
157,2,-0.798803478,-1.111187796,-0.4564614,-1.673503528
158,2,-0.665137408,-0.858581809,0.210559486,-0.988413747
159,2,-0.49908023,-0.902073801,0.377548734,-0.668960624
160,2,-0.3321859,-1.670697955,0.423148976,-0.415242089
161,2,0.064182916,-1.192930804,-1.876437939,-0.584518564
162,2,0.262336532,-0.763813014,-0.663540725,-0.118911856
163,2,-0.123538212,0.214992371,0.038071205,0.53718989
164,2,-0.982458543,-0.686699633,-0.330273953,-0.487753331
165,2,-1.151247095,-0.666374268,-0.336283118,-0.076852522
166,2,-0.62803443,-0.415688711,-0.198010467,-0.312980138
167,2,-0.997730721,-0.501783988,-0.830512584,-0.26353998
168,2,-0.868173469,-0.303115886,0.161387049,-0.050962274
169,2,-0.739532697,0.321743342,-0.609565823,0.027588752
170,2,-1.262527798,-0.130648991,0.005516172,0.105186584
171,2,0.498362761,-0.441883355,0.256002795,-0.315311916
172,2,0.761817792,0.313464717,-0.503481124,-0.08179149
173,2,0.0491626,0.245452705,-0.142434051,-0.297738918
174,2,-0.112318967,0.062314684,0.406697044,-0.693329254
175,2,-0.272094774,-0.303153654,-1.153917075,-1.221258233
176,2,-0.308912883,-0.055052648,-0.401065251,0.098610891
177,2,-0.585683731,0.47351546,-0.215429338,0.318497133
178,2,0.28762793,-0.42339296,0.466868788,0.705139673
179,2,1.181160556,0.562384484,-0.773304917,0.001432545
180,2,0.985376223,1.033563082,-1.302127185,0.108446985
181,2,-0.507580637,0.81472653,-0.750767819,1.164984388
182,2,-0.573514785,0.497800861,-1.260134126,-0.2323587
183,2,-0.090974568,0.935113098,-0.729121271,0.332591977
184,2,0.741902732,0.237816176,-0.513616855,0.253708089
185,2,0.715858706,0.607557781,-1.76033593,0.208055993
186,2,-0.385702998,0.18944731,-1.947201189,-1.40939732
187,2,-0.592801089,-0.267945526,-1.216632465,-0.783260011
188,2,-0.762592494,0.559071706,0.425476926,-0.469008408
189,2,-0.961629206,0.829240507,0.261510153,-0.066461939
190,2,-0.852453746,0.872490486,-0.095738092,-0.211770136
191,2,-0.11370664,0.225250777,-0.784908847,-0.24509702
192,2,-0.628264774,0.888461351,-0.508668265,-0.263899042
193,2,-0.136260147,1.017031411,-0.440037742,-0.171825511
194,2,-0.478135629,1.348711389,-0.278324466,0.213246844
195,2,-0.686720873,1.033170321,-1.364634996,-0.727454222
196,2,-1.156039723,0.311798297,-1.220618134,-0.557757984
197,2,-0.746183314,0.431892983,-1.789489891,-0.201493725
198,2,-1.209760129,-0.045178439,-1.291338936,-0.730274494
199,2,-0.572047826,-0.387685125,-1.210400764,-0.400337329
200,2,0.182036854,-0.696995945,-0.402814454,-0.448220917
201,2,-0.339627463,-0.714072895,-1.027201431,-0.215753123
202,2,-1.128214621,-0.127284752,-0.675940274,-0.593736854
203,2,-0.029953343,-0.659434324,-0.32579547,-0.673998801
204,2,0.87602234,-0.372434733,-0.317254724,-1.539068124
205,2,0.444148594,-0.571952997,0.474732804,-2.058201976
206,2,-0.50487399,-1.008038807,0.143102338,-1.278997531
207,2,0.299431235,-0.719934256,1.101916859,-0.378757737
208,2,0.089641433,-0.314745551,0.382877074,-1.147941151
209,2,0.324427277,0.200863292,-0.639667825,0.162208825
210,2,-0.889759578,0.164284273,-0.714536282,-0.570658137
211,2,-1.622698226,-0.010801039,0.052042334,-0.888363748
212,2,-1.229013431,-0.449639888,-0.239358392,-0.057408553
213,2,-0.531247209,0.450368769,0.047648914,-0.212191838
214,2,-0.297515819,0.480633435,0.420263962,-0.359022507
215,2,0.11063913,-0.138162503,0.642142801,-0.898421355
216,2,0.27043642,-0.485394139,-0.74784359,-0.925900303
217,2,-0.40586134,-0.671023275,-0.660959834,-0.585033973
218,2,-1.641738131,-0.701166977,-0.64770382,-0.523890662
219,2,-1.786611514,-0.301984049,0.090614571,-0.333997443
220,2,-1.07956864,-0.589113895,1.374948951,0.650130149
221,2,-0.711862051,-0.449528624,2.270995775,1.654903878
222,2,0.301842372,-1.390574722,0.736255672,0.714150354
223,2,0.738417663,-1.044194927,0.509631987,-1.111124211
224,2,-0.065782334,-1.022652179,0.036489056,-2.109893784
225,2,-1.079894743,-0.852857191,0.158187685,-1.588277718
226,2,-0.736145165,0.324495347,0.801854785,-0.817646578
227,2,0.286762516,1.039253472,0.317522945,0.754641766
228,2,0.401433131,0.348983982,-0.716168492,0.015320843
229,2,-0.229300941,0.34241187,0.247576025,-0.245445945
230,2,-0.090931337,-0.302568226,-0.706614037,-0.063597322
231,2,0.391990716,0.391278571,-0.991612582,-0.833233396
232,2,0.475597419,-0.151311343,-0.843961081,-1.530568422
233,2,-0.815692859,-0.440213043,-0.369935286,-0.448479366
234,2,-0.76026969,-0.246413752,1.102543005,-0.041677005
235,2,-0.867134341,0.133221597,-0.335423582,0.009700115
236,2,-0.442270405,0.784994339,-0.373384181,-0.582671324
237,2,-0.143199971,-0.036967328,0.455709755,-0.68345384
238,2,0.162327201,0.746179644,-0.27137935,-0.750147751
239,2,0.796043975,1.019995622,-0.765917033,-1.135312522
240,2,0.627819458,1.072799099,-1.312034568,-0.651171001
241,2,-0.347605385,0.658129003,0.294202374,-0.510201684
242,2,0.205116678,0.831930255,-0.132247677,-1.68277703
243,2,-0.726894385,1.150505574,-0.988015994,-1.272945375
244,2,-0.938824989,1.108900461,-0.919425183,-0.338788451
245,2,-0.776836082,0.633455573,-0.377598454,0.419057613
246,2,1.607204333,1.177666273,0.121023055,-0.916325397
247,2,1.680239897,0.347167838,-0.631565153,-2.335129084
248,2,-0.670964051,0.857824583,-0.589831591,-1.707292952
249,2,-2.433343237,0.718967032,-1.223882974,-1.021243055
250,2,-1.61953764,-0.145598839,-0.568797957,-0.709640938
251,2,-1.488565291,-0.058376922,-0.152750087,-0.159009089
252,2,-0.059461283,0.071460798,-0.887693186,0.039940744
253,2,-1.017054259,0.037197226,-0.943694927,0.477952037
254,2,0.083715031,0.210798578,0.032250035,0.765325089
255,2,0.496206195,-0.389823665,-0.248626324,0.767888966
256,2,0.786702738,-0.184404282,-0.284972002,0.253733331
257,2,0.728233173,-0.292435519,-1.015521988,-0.223961165
258,2,0.489606237,0.10183385,-1.337352174,-0.450958359
259,2,-0.17909008,0.641591333,-1.280739089,-0.560201134
260,2,0.76811092,-0.138427891,-1.636426594,-1.430026418
261,2,0.136270475,0.552422962,-1.320037025,-0.990213372
262,2,-0.76129541,0.560878948,-0.429256305,-0.6891307
263,2,-2.380848342,-0.024209411,-0.655915301,-0.066314585
264,2,-1.631841512,-0.695350745,-0.614543423,-0.603786534
265,2,-0.319958823,0.167075318,-0.278719094,-0.980111449
266,2,-0.534393301,1.115028005,-1.065662997,-0.74596185
267,2,-0.189955054,0.991484126,0.250577751,-0.084496884
268,2,0.220111674,0.936548764,-0.720661824,0.163718572
269,2,0.153769072,0.581020684,-0.970724881,-0.407317286
270,2,-0.379103172,0.197112475,-1.136533568,-2.066589854
271,2,-0.282877016,0.601754931,-0.595871042,-1.228121415
272,2,-0.031058113,-0.045646566,0.030093121,-2.060571951
273,2,0.155700867,0.293030052,0.866794519,-0.880910658
274,2,1.250873425,0.387579349,0.393799091,-0.951563644
275,2,0.74942846,-0.072743959,-0.699942325,-1.879926095
276,2,0.660673517,0.018822417,-1.323141537,-0.673141143
277,2,-0.485592503,0.403979862,-0.750147472,-0.973553728
278,2,-0.772588385,0.922777842,0.980717172,-0.954014795
279,2,-0.137240606,0.288123038,-0.349785854,-0.49136667
280,2,-0.222718028,0.293093322,-1.941950098,-0.682645528
281,2,-1.095064008,-0.034758674,-0.801797072,-1.56411244
282,2,-2.583880779,0.68832873,0.066026161,-1.282266244
283,2,-2.372007073,0.449633781,0.755651076,-0.155749097
284,2,-1.797479796,-0.073064699,-0.467388322,0.214757127
285,2,-1.947428867,-0.361404366,-1.25831303,-0.11670106
286,2,-1.770925975,0.183054243,-0.851309673,1.079678969
287,2,-1.415695175,0.23324765,0.935173996,0.643715977
288,2,-1.025266054,0.329935633,-0.108582126,0.363312667
289,2,-0.86359599,0.127745226,-1.142666988,-0.411708727
290,2,-1.184385029,-0.228538021,-0.168805298,-0.567986989
291,2,-1.321926233,-0.744130605,-0.022022178,-0.035024201
292,2,-0.886627899,-0.249345311,-0.077195968,0.266622655
293,2,-0.213809793,0.995463877,-0.981074841,-0.077722839
294,2,-1.00448671,1.089504491,0.101937892,0.369168262
295,2,-0.39017866,0.689127591,-1.286138071,0.368105482
296,2,-0.3255416,0.474346647,-1.132076567,0.205278116
297,2,-0.387494735,0.920792062,-0.768483003,0.09999729
298,2,-0.651304585,1.115001864,-0.91561259,0.589637084
299,2,-0.516931503,0.691530131,-0.891015927,-0.295681046
300,2,-0.239371214,-0.059447102,-1.08972513,0.307419766
301,2,0.193036463,-0.093586716,-1.1965945,0.450657202
