,station,g1,g2,P1,P2
77,3,-0.837574554,-1.60966818,-0.936222603,-0.249076902
78,3,-1.118580815,-1.019207852,-0.504868098,-0.204254598
79,3,-0.034137962,-1.389073377,0.664760902,-0.972403388
80,3,-0.642922166,-0.916744541,-0.401984102,-0.968286286
81,3,0.685413978,-0.892679407,-0.384009963,-2.249121039
82,3,1.795666956,-0.233860448,-0.391187179,-0.967363163
83,3,1.171501653,0.184922434,-0.526209255,0.663783213
84,3,1.215629412,0.928439423,0.39348242,0.387487287
85,3,1.549897514,0.641777301,0.464732194,0.260721051
86,3,1.513222946,0.187971419,0.321443722,0.033665491
87,3,1.947228236,0.679612482,0.441121223,0.057210299
88,3,1.738086464,0.132153336,1.085007923,0.668794577
89,3,1.174383455,0.341606789,0.771452087,0.528801578
90,3,1.447563255,0.827626476,0.939771118,1.387616718
91,3,1.290445928,-0.127120374,0.83314593,1.526143815
92,3,0.52018238,0.652357647,0.458407264,1.515625915
93,3,-0.091239658,1.090724142,0.252538232,0.414322462
94,3,-0.357814267,0.108042637,0.511255774,-0.887990994
95,3,0.167790031,-1.046374255,-0.208690063,-0.89308461
96,3,0.43904712,-0.158348047,-0.036478392,0.260123781
97,3,0.165494813,-0.525470313,0.088455601,1.092332613
98,3,0.22917414,-0.262351568,0.92286379,0.810506336
99,3,0.178382873,-0.155532174,1.42176795,-0.561050315
100,3,-0.660809133,-1.385267155,0.942558795,-0.932459742
101,3,-0.579708041,-0.931602912,-0.682425647,-2.080636241
102,3,-1.197392805,-0.484733855,-0.594725759,-2.348231758
103,3,0.08672747,-0.285749402,-1.117825998,-1.978299638
104,3,1.045504818,-0.371290552,-0.949184287,-0.293280033
105,3,1.236884083,-0.46440378,-0.558617227,0.837533598
106,3,1.385229026,0.107374653,0.176212397,0.006368716
107,3,1.544428019,-0.736894824,1.121518311,0.193001996
108,3,0.348156429,-0.243943906,0.811946187,-0.371030608
109,3,-0.274285942,-0.318370525,0.508200709,0.618398404
110,3,0.24076799,-0.33689433,-0.581235178,0.160016467
111,3,1.117269651,-0.040712474,0.073962076,0.58896599
112,3,0.442317651,-0.671372657,1.081221123,1.42163891
113,3,-0.065702145,-0.143857058,0.495756452,0.315235669
114,3,-0.203520083,-0.046817022,-0.281580592,0.346135073
115,3,0.429562491,0.575862746,0.863982944,0.284795845
116,3,1.434425359,0.483209568,-0.112920914,-0.018401576
117,3,1.369691305,0.845142142,0.661188644,1.252151093
118,3,1.588944931,1.36975856,0.578767345,1.043507817
119,3,1.815793819,0.334725214,0.756578418,0.800229688
120,3,0.935335281,-0.029645894,0.360972311,-0.027259665
121,3,0.60613211,-0.609415737,0.56665549,0.629732165
122,3,0.254462629,-0.433424845,0.38322305,0.969824485
123,3,0.710785463,-0.526800098,0.003679296,1.046401633
124,3,0.666913855,-0.090087978,0.147594624,1.387124114
125,3,0.627032564,-0.812514925,0.649127715,1.818225906
126,3,-0.416617919,-0.206675234,-0.096723654,2.155515008
127,3,0.498478045,-0.03409789,-0.244118931,1.609724308
128,3,1.280556849,-0.384723604,0.244194986,0.909938085
129,3,2.016034285,-0.323629467,0.759487309,0.703254839
130,3,2.203253358,0.506658898,0.465001501,0.834966752
131,3,1.711082473,0.685810939,0.284445962,1.683416864
132,3,1.143019658,0.0665128,0.890944981,1.300229061
133,3,-0.199212614,-0.646144679,0.808846325,1.735859833
134,3,-0.300404977,-0.686899111,0.487869084,1.280894702
135,3,-0.260208975,-1.519121394,0.338338832,0.47260897
136,3,-0.276759259,-0.957584985,0.064437967,0.170575417
137,3,-0.568650478,0.104991636,-0.242648654,0.333575452
138,3,-1.049504189,-0.805063286,-0.159080206,-0.178686207
139,3,-0.535906223,-0.434413192,0.946672539,0.609467573
140,3,0.045279113,0.31280051,1.018318098,0.341234619
141,3,0.345773996,0.153777183,0.532595542,0.084893467
142,3,-0.051306176,-0.273320112,0.352079568,0.126101088
143,3,0.471772724,-0.669500649,-0.106684781,0.08743555
144,3,1.32022654,-0.489993115,0.153787906,0.215194122
145,3,1.368380139,-0.509876209,0.712368037,0.091343527
146,3,1.516312124,-0.102518418,0.704256607,0.177761879
147,3,1.487179034,0.46384476,0.916429873,0.614436793
148,3,0.775559779,0.162315078,0.99389444,0.689237917
149,3,0.693847329,-0.053350467,0.696482108,-0.539447662
150,3,-0.144940087,0.197549663,-0.305442381,-0.839446579
151,3,-1.241092214,0.227698511,-0.138217635,-0.218705255
152,3,-1.248018693,0.794062957,0.775432182,-0.354399509
153,3,-0.302188575,1.671508854,0.312675487,0.436280844
154,3,0.514003001,0.626795126,-0.903626887,-0.492715874
155,3,0.901719102,0.480773422,-1.233374163,-1.151077579
156,3,-0.642406813,0.424101025,-0.760207125,-1.334403932
157,3,-0.466936957,1.484784726,-0.612056342,-0.985364268
158,3,-1.238677596,1.711591071,-0.825336766,0.164706709
159,3,-0.45178015,0.173192991,-0.24604249,0.908804877
160,3,0.420662768,0.740037939,-0.245825577,1.19614075
161,3,-0.087011884,0.781595039,-0.972445821,0.695450127
162,3,-1.281655279,0.629754794,-0.83707162,-1.049032392
163,3,-0.981171011,0.507495704,-1.214738067,-1.044549024
164,3,-1.609633246,0.787099065,-0.519999281,-0.248666042
165,3,-0.684533512,0.641944709,-0.838820659,-0.054572801
166,3,-0.757165159,0.586715336,-0.538606771,0.026027845
167,3,-0.565854721,0.052973911,-0.230441106,0.76027018
168,3,0.609591526,-0.242584653,-0.214379935,-1.298532402
169,3,-0.603169459,0.699004589,-0.090319391,-1.077822056
170,3,-0.702934835,0.373212114,-0.261775357,-0.424214774
171,3,-0.892729374,0.915685561,-0.621934381,-0.748471172
172,3,-0.492950969,0.741692405,-1.149789209,0.231701523
173,3,-0.957342979,-0.342690638,-0.620199959,2.097740977
174,3,-0.791594986,-0.621465693,-0.043305944,1.720816426
175,3,-0.825512094,-0.546883445,0.476546106,1.31887753
176,3,0.049956175,0.050023495,0.262575902,0.116222553
177,3,0.436191618,1.02840295,-0.091362321,-0.696075489
178,3,-0.383603143,0.150390372,0.450504767,-0.519193005
179,3,-0.213273707,-0.176530058,-0.096126035,-0.040516569
180,3,-0.040467797,0.528821377,-0.417005688,-0.281479896
181,3,-0.54917129,0.178342052,-0.647828403,-0.82027958
182,3,-0.611592204,-0.070489089,0.447344512,-0.820004234
183,3,-0.480210457,0.150612415,-0.268579472,-0.723413871
184,3,-0.005713009,0.591575279,0.295960763,-0.668419047
185,3,0.497973895,0.198889408,-0.893867655,-0.418854505
186,3,-0.684979115,0.690641539,-0.442613752,-1.605795204
187,3,-0.605753635,0.359221052,-0.716236534,-1.193625755
188,3,-0.844060767,0.306170849,-0.519255156,-0.878110614
189,3,-1.617289862,0.697717118,-0.833778404,-0.703767531
190,3,-1.112904961,0.468179491,-0.075286761,-1.69545557
191,3,-1.524590032,-0.249081218,1.027261977,-0.858749865
192,3,-1.551045317,-0.713936094,-0.025713895,-0.483930925
193,3,-1.212663416,-1.016484186,-0.564803487,0.465034843
194,3,-0.201822492,-0.505174525,0.248654176,0.350630356
195,3,0.222413486,-0.526226101,-0.479384709,-0.160066256
196,3,-1.213328836,-0.246566671,-0.47864736,-0.473799913
197,3,-0.963838619,-0.271879021,-0.335212661,-1.203104729
198,3,-1.152800977,0.175090332,-0.581604922,-1.51075676
199,3,-0.667670157,-0.171539173,-0.521074458,-1.643126366
200,3,-1.57657459,0.171286915,-0.827903493,-1.601531806
201,3,-1.109046648,0.326953444,-0.679899619,-0.537991355
202,3,-1.064053586,0.468871126,-1.625243695,-0.01650712
203,3,-0.880104989,0.2071433,-0.864714938,-0.121332744
204,3,0.297576257,-0.079051394,-0.498820058,0.424464045
205,3,0.465687578,-0.438448297,-0.581710364,-0.049487597
206,3,-0.35844091,-0.989139081,0.62445252,0.074170478
207,3,0.145261846,-0.126057869,-0.14245653,0.703398459
208,3,0.618217191,0.407964411,-0.982273122,0.163774559
209,3,-0.023042011,1.516393897,0.082107797,-0.768332818
210,3,-0.502730169,1.409089136,-0.235604416,-1.087921653
211,3,-0.780915206,0.2953604,-0.844081755,0.672708289
212,3,0.100979112,0.159194226,0.048119484,0.656997839
213,3,-0.618993489,-0.062942172,0.140240012,0.017405471
214,3,0.21362502,0.378627198,-0.01978058,-0.528057618
215,3,-0.562484402,0.257548163,0.280896393,-0.406500029
216,3,-0.20508286,0.508425569,0.062725466,-1.081949498
217,3,-1.39908889,-0.57718957,-0.795359692,-0.502494014
218,3,-0.685265387,-0.513339601,-1.53514157,-0.607935171
219,3,-1.516324481,-0.166357711,-0.152509977,-0.441398261
220,3,-0.967967633,0.726780503,0.158218948,-0.253828504
221,3,-0.282386814,0.271646492,-0.610246009,0.209254934
222,3,-0.597310562,-0.30974444,-0.551241955,0.575989786
223,3,-0.974402415,-0.874725862,-0.233370851,0.745197928
224,3,-0.240143329,-0.034438611,-0.645377265,0.790292941
225,3,-0.747075898,-0.170935601,-1.076435752,0.540088369
226,3,-0.534839489,0.061816545,-0.736632569,0.399746048
227,3,0.201435206,-0.042828899,-0.491721674,0.189484263
228,3,1.487013385,0.035718326,-1.236233279,-1.797088237
229,3,0.777386688,0.602654807,-0.346461509,-0.938985007
230,3,0.259103426,-0.821858738,-0.108298289,-1.730387968
231,3,-0.28001106,-1.570091185,-0.501645993,-2.314288778
232,3,-1.175675182,-1.870933675,0.3426356,-0.170241402
233,3,-1.614989177,-1.474263822,0.467907588,-0.260067217
234,3,-1.080929637,-0.423987218,0.268267564,-0.511621765
235,3,-1.382721198,-0.864164123,-0.460771338,-0.052938493
236,3,-1.706536847,-0.752149509,-0.048086177,0.152295911
237,3,-1.421621676,-0.409647802,-0.37679192,-1.321445973
238,3,-0.529847833,0.110892118,0.783276712,-0.892839861
239,3,-0.783211587,-0.3940125,0.425029866,-0.262521289
240,3,-0.530314804,0.657266483,0.314778697,-0.985623011
241,3,-0.519715984,0.333428916,-0.040695096,-0.151318033
242,3,-1.248675461,0.16545223,-1.033289353,-0.503337428
243,3,-1.039809779,-0.561137868,-0.542553097,-1.149910862
244,3,-1.328851529,-0.355127051,-0.27247285,0.13706465
245,3,-0.483330207,-0.425228567,-0.183473118,-0.27308768
246,3,-0.479455907,-0.340266921,-0.293629106,-0.551306888
247,3,0.072396087,-0.453357472,0.207150366,-1.255261245
248,3,-0.697440565,0.584242867,-0.539304059,-0.739813105
249,3,0.071930758,-0.069973036,-0.267299043,0.136114671
250,3,-0.444017189,0.905020223,-0.306610409,-0.213889983
251,3,-1.423657278,1.092441127,-0.19807846,0.224911025
252,3,-0.32900737,1.542236738,-0.026419954,-0.272204422
253,3,-0.104776162,1.68673037,-1.043370358,-0.314701188
254,3,-0.356208422,1.641817696,-0.927956657,0.604907135
255,3,-0.637290844,1.389244192,-0.251134937,-0.71019286
256,3,0.037358962,0.875720105,-0.395134994,-1.453112207
257,3,-0.633583654,0.151473564,0.020088061,-1.754505329
258,3,-0.993934413,-0.716889524,0.156416734,-0.541462582
259,3,-1.463261624,-0.166759719,1.118177337,-0.374911707
260,3,-1.45563812,-0.726494544,-0.011853555,0.46434344
261,3,-1.110462529,-0.575067348,-0.923870119,-0.790611863
262,3,0.201272452,-1.045517128,-0.376824747,-0.823662265
263,3,0.355832815,-1.52195401,-0.130039024,-0.957567194
264,3,-0.194028575,-1.509981024,-0.047228752,-0.578391279
265,3,-0.460872082,-1.042137885,-0.062424253,-1.87808824
266,3,-0.955779549,0.200420449,0.157937799,-0.658505328
267,3,-1.197246855,0.640208909,-0.056136433,-0.682686189
268,3,-0.458281831,0.866232532,0.484935978,0.770348965
269,3,0.146253657,0.40772303,0.004184807,-0.267881688
270,3,0.146570667,1.285341278,-0.595452972,0.869328496
271,3,0.332664588,1.352807914,-0.745485094,0.04275275
272,3,-0.337229282,0.762423772,-0.3818208,-0.194700882
273,3,-1.280825262,0.730363741,-0.070434292,-0.34780674
274,3,-1.591026968,0.336744265,-0.376545127,-1.543393564
275,3,-0.945619891,0.486539487,-1.088250753,-0.983600365
276,3,-0.224069547,0.98874595,-0.96719139,-0.741433556
277,3,-0.408457519,0.931829399,-0.909674889,0.011964699
278,3,-0.56085091,0.076501439,-0.547434794,-0.621685805
279,3,0.383632108,-1.404168555,0.392922406,0.057148876
280,3,-0.480604616,-1.229329615,-0.606616965,-0.716321803
281,3,0.131799521,-0.830683067,-0.377015346,0.049126729
282,3,0.085515359,-0.479458932,0.110852724,1.096973713
283,3,-0.722376267,0.084070117,1.180704417,0.415617869
284,3,0.274533954,-0.328212606,0.548006476,-0.485848413
285,3,-1.291879724,-0.977042392,-0.538936906,-0.291187981
286,3,-1.916993067,-1.220848822,-0.410733698,0.134152955
287,3,-1.757135163,-0.690847329,-0.264654924,0.743230769
288,3,0.217163475,-0.404608349,0.051884259,0.58321433
289,3,0.539422013,-0.01418907,0.074082598,-0.09130129
290,3,0.469481464,0.710819753,-0.073795298,-0.984985783
291,3,-0.097728941,0.725751691,-0.53836958,-1.127128343
292,3,-0.077004648,0.982035996,-0.253123551,-0.629930952
293,3,-0.285041319,0.358124538,0.143271072,-1.672607996
294,3,-0.266116105,0.097030687,-0.394338409,-0.989975836
295,3,-0.508728289,0.470323481,-0.261445601,-0.442958297
296,3,-0.195362788,0.369458292,0.597194191,-0.659295535
297,3,-0.63917048,0.737810017,0.532991339,-0.621287302
298,3,-0.629205606,0.410441689,0.414705762,-0.336293585
299,3,-0.98340312,-0.103578309,0.048291489,0.836682269
300,3,-0.497989673,-0.427599157,0.172470239,0.19973849
301,3,0.86022639,-0.866389659,0.612087236,0.122295426
